8.3081		-0.3297
-4.2289		2.7806
-0.7808		-1.7160
-0.4647		-1.0293
8.3081		-0.3297
-3.7049		-0.6307
-0.2434		3.2695
-6.6289		0.4545
0.4983		-0.9670
-4.8648		-1.7720
-0.7808		-1.7160
-6.1939		1.8873
-3.6846		0.5483
7.5297		0.1692
-2.6668		-1.2220
0.5530		-2.7996
-5.6455		1.6958
-4.8648		-1.7720
8.3081		-0.3297
-4.4502		-1.5182
2.4239		2.2407
-1.5068		-0.0807
0.5548		-0.1879
-1.9563		-1.4605
-7.3336		1.9251
3.4457		0.1131
2.4036		1.0617
3.4660		1.2922
-0.1759		-1.1284
0.9840		0.0129
3.8806		1.5460
4.2241		-0.3857
1.9744		0.8609
1.2437		-0.0796
-1.6803		1.0057
-0.5194		0.8033
-0.4850		-2.2083
1.2437		-0.0796
-2.3710		-1.7143
-8.1049		-1.3735
1.7333		-0.4793
-6.6086		1.6335
7.1005		-0.0316
8.3081		-0.3297
0.5530		-2.7996
-4.6435		2.5268
-5.5908		-0.1368
8.3081		-0.3297
0.9566		2.6312
7.8185		0.0701
1.7333		-0.4793
-6.3198		1.5344
-4.8648		-1.7720
7.1005		-0.0316
2.4239		2.2407
-6.4695		3.5587
3.8806		1.5460
-0.4647		-1.0293
-1.5452		4.3105
-2.3710		-1.7143
-4.1742		0.9480
5.3479		1.1555
2.4239		2.2407
3.9353		-0.2866
0.9840		0.0129
1.7130		-1.6583
-3.7393		2.3809
-2.6853		0.2107
2.4239		2.2407
2.4640		0.4612
3.1499		0.6055
-2.6871		-2.4010
4.6260		2.4334
-3.4836		3.6680
3.4457		0.1131
0.8692		-2.1129
1.5598		0.6071
-0.7808		-1.7160
-6.0804		0.2630
-0.9341		0.5495
2.4036		1.0617
8.8839		0.2646
-4.1742		0.9480
4.2241		-0.3857
1.4172		-1.1660
-0.1962		-2.3074
-0.4920		-1.8151
-1.6247		-2.1706
-3.7596		1.2018
-1.2101		-1.9167
-3.9606		-1.9179
-4.0007		-0.1384
-1.6247		-2.1706
-1.2101		-1.9167
0.9840		0.0129
7.5297		0.1692
-2.6871		-2.4010
-1.1907		0.6059
-2.3710		-1.7143
-2.3710		-1.7143
